時間,ICE-Newcastle煤 (L),時間,ICE-Rotterdam煤 (L),時間,中國-動力煤期貨 (R),時間,中國-焦煤期貨 (R)
2015-06-01,57.2000,2015-06-01,57.6500,2015-06-01,428.0000,2015-06-01,693.0000
2015-06-02,57.7500,2015-06-02,58.2000,2015-06-02,427.0000,2015-06-02,694.0000
2015-06-03,57.9500,2015-06-03,57.4000,2015-06-03,426.8000,2015-06-03,688.0000
2015-06-04,58.0500,2015-06-04,56.9000,2015-06-04,425.6000,2015-06-04,692.0000
2015-06-05,58.1000,2015-06-05,56.8000,2015-06-05,418.8000,2015-06-05,682.0000
2015-06-08,58.1000,2015-06-08,56.8000,2015-06-08,416.0000,2015-06-08,684.0000
2015-06-09,58.3500,2015-06-09,56.7500,2015-06-09,416.8000,2015-06-09,683.0000
2015-06-10,59.5000,2015-06-10,56.8000,2015-06-10,419.6000,2015-06-10,696.0000
2015-06-11,60.4000,2015-06-11,57.3000,2015-06-11,418.0000,2015-06-11,691.0000
2015-06-12,60.0000,2015-06-12,57.7500,2015-06-12,413.6000,2015-06-12,688.0000
2015-06-15,60.3000,2015-06-15,57.9000,2015-06-15,413.8000,2015-06-15,689.0000
2015-06-16,60.4000,2015-06-16,57.8500,2015-06-16,412.2000,2015-06-16,689.0000
2015-06-17,60.4000,2015-06-17,58.0000,2015-06-17,411.0000,2015-06-17,675.0000
2015-06-18,60.1500,2015-06-18,58.0000,2015-06-18,411.4000,2015-06-18,672.0000
2015-06-19,60.2000,2015-06-19,58.0000,2015-06-19,411.8000,2015-06-19,679.0000
2015-06-22,60.2000,2015-06-22,58.3000,2015-06-24,408.4000,2015-06-24,681.0000
2015-06-23,60.2000,2015-06-23,58.1500,2015-06-25,408.0000,2015-06-25,674.0000
2015-06-24,60.2000,2015-06-24,58.1000,2015-06-26,406.0000,2015-06-26,673.0000
2015-06-25,60.1500,2015-06-25,58.2000,2015-06-29,405.6000,2015-06-29,674.0000
2015-06-26,60.2000,2015-06-26,58.2000,2015-06-30,408.4000,2015-06-30,677.0000
2015-06-29,60.4500,2015-06-29,59.1000,2015-07-01,405.0000,2015-07-01,683.0000
2015-06-30,60.8000,2015-06-30,60.2000,2015-07-02,405.8000,2015-07-02,686.0000
2015-07-01,60.5500,2015-07-01,59.7500,2015-07-03,404.8000,2015-07-03,674.0000
2015-07-02,60.4000,2015-07-02,59.5000,2015-07-06,395.8000,2015-07-06,653.0000
2015-07-03,60.1500,2015-07-03,58.9500,2015-07-07,389.0000,2015-07-07,639.0000
2015-07-06,60.0500,2015-07-06,58.5000,2015-07-08,375.8000,2015-07-08,621.0000
2015-07-07,59.4500,2015-07-07,58.1500,2015-07-09,378.6000,2015-07-09,642.0000
2015-07-08,59.7500,2015-07-08,58.3500,2015-07-10,379.2000,2015-07-10,630.0000
2015-07-09,60.0500,2015-07-09,58.5000,2015-07-13,378.0000,2015-07-13,627.0000
2015-07-10,60.3000,2015-07-10,58.7500,2015-07-14,378.4000,2015-07-14,613.0000
2015-07-13,60.3500,2015-07-13,58.5500,2015-07-15,380.0000,2015-07-15,624.0000
2015-07-14,60.3500,2015-07-14,58.5500,2015-07-16,378.8000,2015-07-16,621.0000
2015-07-15,60.5000,2015-07-15,58.3500,2015-07-17,378.4000,2015-07-17,621.0000
2015-07-16,60.4500,2015-07-16,58.3500,2015-07-20,381.8000,2015-07-20,629.0000
2015-07-17,60.3000,2015-07-17,58.4000,2015-07-21,378.2000,2015-07-21,620.0000
2015-07-20,60.5500,2015-07-20,58.5500,2015-07-22,391.0000,2015-07-22,611.0000
2015-07-21,60.4500,2015-07-21,58.6000,2015-07-23,393.2000,2015-07-23,614.0000
2015-07-22,60.4500,2015-07-22,58.6000,2015-07-24,388.6000,2015-07-24,611.0000
2015-07-23,60.3500,2015-07-23,58.5000,2015-07-27,390.8000,2015-07-27,611.0000
2015-07-24,60.4000,2015-07-24,58.5500,2015-07-28,385.0000,2015-07-28,609.0000
2015-07-27,60.3500,2015-07-27,58.5500,2015-07-29,387.2000,2015-07-29,622.0000
2015-07-28,60.2500,2015-07-28,58.4500,2015-07-30,386.0000,2015-07-30,609.0000
2015-07-29,60.2500,2015-07-29,58.4500,2015-07-31,387.0000,2015-07-31,614.0000
2015-07-30,60.2500,2015-07-30,58.4500,2015-08-03,384.8000,2015-08-03,610.0000
2015-07-31,60.3000,2015-07-31,58.4500,2015-08-04,386.8000,2015-08-04,616.0000
2015-08-03,58.6000,2015-08-03,56.4000,2015-08-05,385.8000,2015-08-05,615.0000
2015-08-04,59.1500,2015-08-04,57.0500,2015-08-06,382.4000,2015-08-06,615.0000
2015-08-05,59.9500,2015-08-05,57.5000,2015-08-07,382.8000,2015-08-07,616.0000
2015-08-06,60.3500,2015-08-06,57.8500,2015-08-10,380.4000,2015-08-10,592.0000
2015-08-07,60.0500,2015-08-07,57.1500,2015-08-11,385.4000,2015-08-11,603.0000
2015-08-10,60.1000,2015-08-10,57.4000,2015-08-12,387.4000,2015-08-12,620.0000
2015-08-11,59.8500,2015-08-11,56.4000,2015-08-13,393.8000,2015-08-13,623.0000
2015-08-12,59.4000,2015-08-12,56.4000,2015-08-14,391.8000,2015-08-14,622.0000
2015-08-13,59.2500,2015-08-13,56.5500,2015-08-17,390.6000,2015-08-17,611.0000
2015-08-14,59.3500,2015-08-14,56.3000,2015-08-18,384.4000,2015-08-18,606.0000
2015-08-17,59.1500,2015-08-17,56.3000,2015-08-19,384.6000,2015-08-19,607.0000
2015-08-18,58.9500,2015-08-18,56.0500,2015-08-20,380.8000,2015-08-20,597.0000
2015-08-19,58.8500,2015-08-19,55.9500,2015-08-21,381.8000,2015-08-21,599.0000
2015-08-20,58.9000,2015-08-20,55.9500,2015-08-24,373.0000,2015-08-24,576.0000
2015-08-21,58.8000,2015-08-21,55.9000,2015-08-25,371.2000,2015-08-25,574.0000
2015-08-24,58.5000,2015-08-24,55.8000,2015-08-26,369.4000,2015-08-26,563.0000
2015-08-25,58.5500,2015-08-25,55.8000,2015-08-27,371.4000,2015-08-27,572.0000
2015-08-26,58.6000,2015-08-26,55.8000,2015-08-28,373.0000,2015-08-28,573.0000
2015-08-27,58.4000,2015-08-27,55.8000,2015-08-31,371.6000,2015-08-31,568.0000
2015-08-28,58.5000,2015-08-28,55.8000,2015-09-01,376.6000,2015-09-01,573.0000
2015-09-01,59.6500,2015-09-01,54.9500,2015-09-02,371.8000,2015-09-02,573.0000
2015-09-02,59.6500,2015-09-02,54.8500,2015-09-07,361.0000,2015-09-03,570.0000
2015-09-03,59.4000,2015-09-03,55.1500,2015-09-08,376.4000,2015-09-07,590.0000
2015-09-04,59.0500,2015-09-04,54.5500,2015-09-09,378.6000,2015-09-08,583.0000
2015-09-07,57.8500,2015-09-07,53.6500,2015-09-10,378.4000,2015-09-09,588.0000
2015-09-08,58.1000,2015-09-08,53.9000,2015-09-11,380.0000,2015-09-10,588.0000
2015-09-09,57.8000,2015-09-09,53.6000,2015-09-14,377.4000,2015-09-11,583.0000
2015-09-10,57.8000,2015-09-10,53.8000,2015-09-15,376.4000,2015-09-14,573.0000
2015-09-11,57.7000,2015-09-11,53.8500,2015-09-16,378.8000,2015-09-15,574.0000
2015-09-14,57.6500,2015-09-14,53.6500,2015-09-17,377.8000,2015-09-16,587.0000
2015-09-15,57.6500,2015-09-15,53.5500,2015-09-18,376.6000,2015-09-17,584.0000
2015-09-16,57.9000,2015-09-16,54.1500,2015-09-21,372.8000,2015-09-18,586.0000
2015-09-17,57.8500,2015-09-17,54.1500,2015-09-22,370.8000,2015-09-21,597.0000
2015-09-18,57.8000,2015-09-18,54.1000,2015-09-23,370.2000,2015-09-22,591.0000
2015-09-21,57.7500,2015-09-21,54.0000,2015-09-24,369.6000,2015-09-23,583.0000
2015-09-22,57.7000,2015-09-22,53.9000,2015-09-25,368.6000,2015-09-24,582.0000
2015-09-23,57.6500,2015-09-23,53.9000,2015-09-28,365.4000,2015-09-25,584.0000
2015-09-24,57.6500,2015-09-24,53.8500,2015-09-29,363.2000,2015-09-28,574.0000
2015-09-25,57.5500,2015-09-25,53.8500,2015-09-30,365.2000,2015-09-29,571.0000
2015-09-28,55.4500,2015-09-28,52.0500,2015-10-09,368.0000,2015-09-30,571.0000
2015-09-29,55.1500,2015-09-29,52.1000,2015-10-12,366.0000,2015-10-01,569.0000
2015-09-30,53.8500,2015-09-30,51.4000,2015-10-13,363.8000,2015-10-09,581.0000
2015-10-01,53.4500,2015-10-01,51.0000,2015-10-14,355.8000,2015-10-12,567.0000
2015-10-02,52.9500,2015-10-02,51.1000,2015-10-15,354.8000,2015-10-13,567.0000
2015-10-05,53.8500,2015-10-05,52.0000,2015-10-16,351.8000,2015-10-14,564.0000
2015-10-06,53.6500,2015-10-06,52.6500,2015-10-19,352.8000,2015-10-15,563.0000
2015-10-07,53.8500,2015-10-07,52.2500,2015-10-20,349.0000,2015-10-16,565.0000
2015-10-08,53.7000,2015-10-08,52.1500,2015-10-21,347.2000,2015-10-19,565.0000
2015-10-09,53.6000,2015-10-09,52.4000,2015-10-22,346.8000,2015-10-20,569.0000
2015-10-12,52.9500,2015-10-12,52.0500,2015-10-23,341.4000,2015-10-21,568.0000
2015-10-13,53.2000,2015-10-13,51.9000,2015-10-26,331.8000,2015-10-22,571.0000
2015-10-14,53.0500,2015-10-14,51.6500,2015-10-27,333.6000,2015-10-23,571.0000
2015-10-15,53.1500,2015-10-15,51.7500,2015-10-28,333.0000,2015-10-26,564.0000
2015-10-16,53.1000,2015-10-16,51.8500,2015-10-29,333.6000,2015-10-27,563.0000
2015-10-19,53.0500,2015-10-19,51.8500,2015-10-30,328.4000,2015-10-28,556.0000
2015-10-20,53.2000,2015-10-20,51.9000,2015-11-02,328.2000,2015-10-29,555.0000
2015-10-21,53.2500,2015-10-21,51.9000,2015-11-03,328.0000,2015-10-30,555.0000
2015-10-22,52.9500,2015-10-22,51.9500,2015-11-04,329.6000,2015-11-02,555.0000
2015-10-23,52.8000,2015-10-23,52.1500,2015-11-05,329.0000,2015-11-03,557.0000
2015-10-26,52.9000,2015-10-26,52.4500,2015-11-06,330.2000,2015-11-04,562.0000
2015-10-27,52.8000,2015-10-27,52.6500,2015-11-09,308.0000,2015-11-05,564.0000
2015-10-28,52.9000,2015-10-28,52.5500,2015-11-10,310.0000,2015-11-06,562.0000
2015-10-29,53.2000,2015-10-29,52.5000,2015-11-11,303.0000,2015-11-09,558.0000
2015-10-30,53.0500,2015-10-30,52.4500,2015-11-12,300.0000,2015-11-10,562.0000
2015-11-02,52.8500,2015-11-02,53.2000,2015-11-13,300.0000,2015-11-11,561.0000
2015-11-03,52.7500,2015-11-03,53.6000,2015-11-16,300.0000,2015-11-12,561.0000
2015-11-04,52.3000,2015-11-04,53.1500,2015-11-17,300.0000,2015-11-13,569.0000
2015-11-05,52.3000,2015-11-05,53.1500,2015-11-18,296.0000,2015-11-16,566.0000
2015-11-06,52.1500,2015-11-06,53.3000,2015-11-19,288.0000,2015-11-17,571.0000
2015-11-09,52.3500,2015-11-09,53.0000,2015-11-20,287.0000,2015-11-18,564.0000
2015-11-10,52.1500,2015-11-10,53.2500,2015-11-23,288.0000,2015-11-19,542.0000
2015-11-11,52.1500,2015-11-11,53.5000,2015-11-24,283.0000,2015-11-20,545.0000
2015-11-12,52.1500,2015-11-12,53.4500,2015-11-25,289.0000,2015-11-23,552.0000
2015-11-13,52.4000,2015-11-13,53.4500,2015-11-26,294.0000,2015-11-24,494.0000
2015-11-16,52.5500,2015-11-16,53.9500,2015-11-27,294.0000,2015-11-25,507.0000
2015-11-17,52.7000,2015-11-17,54.4500,2015-11-30,293.0000,2015-11-26,515.0000
2015-11-18,52.7500,2015-11-18,54.6000,2015-12-01,295.0000,2015-11-27,513.0000
2015-11-19,52.7500,2015-11-19,54.5500,2015-12-02,297.0000,2015-11-30,509.0000
2015-11-20,52.9000,2015-11-20,54.3500,2015-12-03,290.0000,2015-12-01,516.0000
2015-11-23,52.7000,2015-11-23,54.0000,2015-12-04,287.0000,2015-12-02,523.0000
2015-11-24,53.1000,2015-11-24,53.9500,2015-12-07,292.0000,2015-12-03,516.0000
2015-11-25,52.8000,2015-11-25,53.9500,2015-12-08,289.0000,2015-12-04,516.0000
2015-11-26,52.8500,2015-11-26,53.8500,2015-12-09,290.0000,2015-12-07,525.0000
2015-11-27,52.8500,2015-11-27,53.8500,2015-12-10,292.0000,2015-12-08,521.0000
2015-11-30,53.5500,2015-11-30,49.9500,2015-12-11,292.0000,2015-12-09,508.0000
2015-12-01,53.2000,2015-12-01,49.7000,2015-12-14,297.0000,2015-12-10,511.0000
2015-12-02,52.7500,2015-12-02,49.1000,2015-12-15,296.0000,2015-12-11,514.0000
2015-12-03,53.0000,2015-12-03,48.9500,2015-12-16,299.0000,2015-12-14,520.0000
2015-12-04,53.0000,2015-12-04,48.5500,2015-12-17,298.0000,2015-12-15,517.0000
2015-12-07,52.7000,2015-12-07,47.7500,2015-12-18,301.0000,2015-12-16,519.0000
2015-12-08,52.5000,2015-12-08,47.4000,2015-12-21,312.0000,2015-12-17,521.0000
2015-12-09,52.5000,2015-12-09,47.4500,2015-12-22,314.0000,2015-12-18,536.0000
2015-12-10,52.3500,2015-12-10,47.4000,2015-12-23,312.0000,2015-12-21,546.0000
2015-12-11,52.2500,2015-12-11,47.3500,2015-12-24,311.0000,2015-12-22,545.0000
2015-12-14,52.2000,2015-12-14,47.6500,2015-12-25,301.0000,2015-12-23,543.0000
2015-12-15,52.3500,2015-12-15,47.7000,2015-12-28,303.0000,2015-12-24,545.0000
2015-12-16,52.3500,2015-12-16,47.7500,2015-12-29,309.0000,2015-12-25,543.0000
2015-12-17,52.2500,2015-12-17,47.7500,2015-12-30,307.0000,2015-12-28,542.0000
2015-12-18,52.2000,2015-12-18,47.8000,2015-12-31,305.0000,2015-12-29,555.0000
2015-12-21,52.0500,2015-12-21,47.6000,2016-01-04,304.0000,2015-12-30,558.0000
2015-12-22,52.0500,2015-12-22,47.6000,2016-01-05,309.0000,2015-12-31,565.0000
2015-12-23,52.1000,2015-12-23,47.8000,2016-01-06,307.0000,2016-01-04,555.0000
2015-12-24,52.1000,2015-12-24,47.8000,2016-01-07,308.0000,2016-01-05,561.0000
2015-12-28,51.4000,2015-12-28,47.0000,2016-01-08,308.0000,2016-01-06,551.0000
2015-12-29,50.9500,2015-12-29,47.4000,2016-01-11,309.0000,2016-01-07,550.0000
2015-12-30,50.9000,2015-12-30,47.4000,2016-01-12,310.0000,2016-01-08,551.0000
2015-12-31,50.6000,2015-12-31,47.4500,2016-01-13,298.0000,2016-01-11,550.0000
2016-01-04,49.9000,2016-01-04,47.7000,2016-01-14,297.0000,2016-01-12,535.0000
2016-01-05,50.2500,2016-01-05,47.7500,2016-01-15,295.0000,2016-01-13,529.0000
2016-01-06,51.5000,2016-01-06,48.4500,2016-01-18,306.0000,2016-01-14,531.0000
2016-01-07,51.2500,2016-01-07,48.5000,2016-01-19,311.0000,2016-01-15,528.0000
2016-01-08,50.2500,2016-01-08,47.1500,2016-01-20,311.0000,2016-01-18,542.0000
2016-01-11,49.3000,2016-01-11,46.7000,2016-01-21,316.0000,2016-01-19,543.0000
2016-01-12,49.1000,2016-01-12,46.2000,2016-01-22,327.0000,2016-01-20,537.0000
2016-01-13,48.8500,2016-01-13,45.8500,2016-01-25,326.0000,2016-01-21,531.0000
2016-01-14,49.2000,2016-01-14,45.7000,2016-01-26,326.0000,2016-01-22,545.0000
2016-01-15,49.1500,2016-01-15,45.3500,2016-01-27,324.0000,2016-01-25,545.0000
2016-01-18,48.8000,2016-01-18,45.3000,2016-01-28,320.0000,2016-01-26,551.0000
2016-01-19,48.8500,2016-01-19,45.4500,2016-01-29,324.0000,2016-01-27,560.0000
2016-01-20,49.0000,2016-01-20,45.4500,2016-02-01,324.0000,2016-01-28,552.0000
2016-01-21,49.0000,2016-01-21,45.8000,2016-02-02,324.0000,2016-01-29,555.0000
2016-01-22,49.0000,2016-01-22,45.8500,2016-02-03,325.0000,2016-02-01,558.0000
2016-01-25,48.9500,2016-01-25,45.7000,2016-02-04,327.0000,2016-02-02,558.0000
2016-01-26,49.2500,2016-01-26,45.7000,2016-02-05,323.0000,2016-02-03,559.0000
2016-01-27,48.8000,2016-01-27,45.7000,2016-02-15,323.0000,2016-02-04,564.0000
2016-01-28,48.8500,2016-01-28,45.7500,2016-02-16,324.0000,2016-02-05,558.0000
2016-01-29,48.8000,2016-01-29,45.7500,2016-02-17,313.0000,2016-02-15,558.0000
2016-02-01,49.9500,2016-02-01,44.3000,2016-02-18,318.0000,2016-02-16,566.0000
2016-02-02,50.4000,2016-02-02,45.0500,2016-02-19,323.0000,2016-02-17,563.0000
2016-02-03,50.4500,2016-02-03,45.2000,2016-02-22,332.0000,2016-02-18,568.0000
2016-02-04,50.9500,2016-02-04,44.5000,2016-02-23,330.0000,2016-02-19,571.0000
2016-02-05,51.6000,2016-02-05,44.1500,2016-02-24,334.0000,2016-02-22,594.0000
2016-02-08,51.5000,2016-02-08,44.1500,2016-02-25,330.0000,2016-02-23,600.0000
2016-02-09,50.4500,2016-02-09,43.7000,2016-02-26,338.0000,2016-02-24,612.0000
2016-02-10,50.4000,2016-02-10,43.6000,2016-02-29,341.0000,2016-02-25,608.0000
2016-02-11,50.7000,2016-02-11,43.6000,2016-03-01,339.0000,2016-02-26,606.0000
2016-02-12,50.7000,2016-02-12,43.5500,2016-03-02,343.0000,2016-02-29,612.0000
2016-02-15,50.7000,2016-02-15,43.5000,2016-03-03,344.0000,2016-03-01,613.0000
2016-02-16,50.7000,2016-02-16,43.4500,2016-03-04,349.0000,2016-03-02,608.0000
2016-02-17,50.8500,2016-02-17,43.5500,2016-03-07,361.0000,2016-03-03,602.0000
2016-02-18,50.9000,2016-02-18,43.4000,2016-03-08,358.0000,2016-03-04,591.0000
2016-02-19,50.5000,2016-02-19,43.5000,2016-03-09,350.0000,2016-03-07,616.0000
2016-02-22,50.3000,2016-02-22,43.6000,2016-03-10,345.0000,2016-03-08,622.0000
2016-02-23,50.3000,2016-02-23,44.0000,2016-03-11,359.0000,2016-03-09,600.0000
2016-02-24,50.3500,2016-02-24,43.8500,2016-03-14,358.0000,2016-03-10,601.0000
2016-02-25,50.3500,2016-02-25,43.8000,2016-03-15,358.0000,2016-03-11,612.0000
2016-02-26,50.4500,2016-02-26,43.8500,2016-03-16,361.0000,2016-03-14,614.0000
2016-02-29,50.5000,2016-02-29,44.3000,2016-03-17,361.0000,2016-03-15,613.0000
2016-03-01,50.8500,2016-03-01,44.7500,2016-03-18,360.0000,2016-03-16,613.0000
2016-03-02,50.5000,2016-03-02,44.7000,2016-03-21,350.0000,2016-03-17,623.0000
2016-03-03,51.1000,2016-03-03,45.9500,2016-03-22,351.0000,2016-03-18,633.0000
2016-03-04,51.0000,2016-03-04,46.3500,2016-03-23,359.0000,2016-03-21,624.0000
2016-03-07,51.0000,2016-03-07,46.7000,2016-03-24,352.0000,2016-03-22,627.0000
2016-03-08,51.1000,2016-03-08,46.3000,2016-03-25,357.0000,2016-03-23,622.0000
2016-03-09,51.3000,2016-03-09,46.5500,2016-03-28,349.0000,2016-03-24,609.0000
2016-03-10,51.2000,2016-03-10,46.5500,2016-03-29,357.0000,2016-03-25,616.0000
2016-03-11,51.5000,2016-03-11,46.4000,2016-03-30,358.0000,2016-03-28,610.0000
2016-03-14,51.9500,2016-03-14,45.9000,2016-03-31,358.0000,2016-03-29,611.0000
2016-03-15,51.6500,2016-03-15,45.9000,2016-04-01,358.0000,2016-03-30,609.0000
2016-03-16,51.6000,2016-03-16,45.9500,2016-04-06,363.0000,2016-03-31,642.0000
2016-03-17,52.3000,2016-03-17,46.4000,2016-04-07,363.0000,2016-04-01,656.0000
2016-03-18,52.2000,2016-03-18,46.6000,2016-04-08,363.0000,2016-04-06,655.0000
2016-03-21,52.0000,2016-03-21,46.5500,2016-04-11,363.0000,2016-04-07,654.0000
2016-03-22,51.7500,2016-03-22,46.3000,2016-04-12,369.0000,2016-04-08,655.0000
2016-03-23,52.2000,2016-03-23,46.2500,2016-04-13,375.0000,2016-04-11,674.0000
2016-03-24,52.3000,2016-03-24,46.2500,2016-04-14,388.0000,2016-04-12,696.0000
2016-03-28,50.6500,2016-03-28,44.6000,2016-04-15,370.0000,2016-04-13,711.0000
2016-03-29,51.2500,2016-03-29,44.4500,2016-04-18,386.0000,2016-04-14,711.0000
2016-03-30,51.0500,2016-03-30,44.6000,2016-04-19,384.0000,2016-04-15,688.0000
2016-03-31,51.1000,2016-03-31,44.9500,2016-04-20,396.0000,2016-04-18,719.5000
2016-04-01,50.5000,2016-04-01,44.8500,2016-04-21,405.0000,2016-04-19,720.0000
2016-04-04,50.0500,2016-04-04,44.6000,2016-04-22,386.0000,2016-04-20,755.0000
2016-04-05,50.2000,2016-04-05,44.7000,2016-04-25,401.0000,2016-04-21,772.5000
2016-04-06,50.0500,2016-04-06,44.4500,2016-04-26,391.0000,2016-04-22,765.5000
2016-04-07,49.6000,2016-04-07,43.9500,2016-04-27,387.0000,2016-04-25,818.5000
2016-04-08,49.8500,2016-04-08,44.7000,2016-04-28,395.0000,2016-04-26,797.5000
2016-04-11,50.1000,2016-04-11,44.9500,2016-04-29,397.0000,2016-04-27,761.0000
2016-04-12,50.2500,2016-04-12,44.8500,2016-05-03,388.0000,2016-04-28,729.5000
2016-04-13,50.2500,2016-04-13,44.8500,2016-05-04,388.0000,2016-04-29,773.5000
2016-04-14,50.8500,2016-04-14,45.6000,2016-05-05,384.0000,2016-05-03,727.0000
2016-04-15,50.8500,2016-04-15,45.7500,2016-05-06,379.0000,2016-05-04,730.5000
2016-04-18,50.8000,2016-04-18,46.0500,2016-05-09,371.0000,2016-05-05,706.5000
2016-04-19,50.6000,2016-04-19,46.0500,2016-05-10,378.0000,2016-05-06,694.5000
2016-04-20,50.6000,2016-04-20,45.7500,2016-05-11,376.0000,2016-05-09,664.0000
2016-04-21,50.5000,2016-04-21,45.5500,2016-05-12,378.0000,2016-05-10,688.5000
2016-04-22,51.0000,2016-04-22,45.6500,2016-05-13,368.0000,2016-05-11,688.0000
2016-04-25,51.0000,2016-04-25,45.6500,2016-05-16,371.0000,2016-05-12,684.0000
2016-04-26,51.0500,2016-04-26,45.7000,2016-05-17,388.0000,2016-05-13,664.5000
2016-04-27,50.9500,2016-04-27,45.7000,2016-05-18,385.0000,2016-05-16,685.5000
2016-04-28,51.0000,2016-04-28,45.7500,2016-05-19,394.0000,2016-05-17,720.0000
2016-04-29,50.7500,2016-04-29,45.7500,2016-05-20,394.0000,2016-05-18,704.0000
2016-05-02,51.0000,2016-05-02,45.8500,2016-05-23,393.0000,2016-05-19,709.0000
2016-05-03,50.8000,2016-05-03,45.4500,2016-05-24,385.0000,2016-05-20,727.5000
2016-05-04,50.8000,2016-05-04,45.8000,2016-05-25,379.0000,2016-05-23,691.5000
2016-05-05,50.8000,2016-05-05,46.4000,2016-05-26,396.0000,2016-05-24,660.0000
2016-05-06,50.6500,2016-05-06,47.2500,2016-05-27,395.0000,2016-05-25,656.0000
2016-05-09,50.2000,2016-05-09,47.2000,2016-05-30,404.0000,2016-05-26,684.0000
2016-05-10,50.2000,2016-05-10,47.3500,2016-05-31,403.0000,2016-05-27,685.0000
2016-05-11,50.4000,2016-05-11,47.8500,2016-06-01,405.0000,2016-05-30,688.5000
2016-05-12,50.3500,2016-05-12,47.9000,2016-06-02,413.0000,2016-05-31,683.0000
2016-05-13,50.5500,2016-05-13,47.9000,2016-06-03,413.0000,2016-06-01,685.5000
2016-05-16,50.6500,2016-05-16,48.2000,2016-06-06,407.0000,2016-06-02,688.0000
2016-05-17,50.8500,2016-05-17,48.2500,2016-06-07,411.0000,2016-06-03,697.5000
2016-05-18,50.8500,2016-05-18,48.0500,2016-06-08,410.0000,2016-06-06,704.5000
2016-05-19,50.9500,2016-05-19,47.8500,2016-06-13,411.0000,2016-06-07,695.0000
2016-05-20,50.9500,2016-05-20,48.0000,2016-06-14,407.0000,2016-06-08,681.0000
2016-05-23,50.9500,2016-05-23,47.8000,2016-06-15,403.0000,2016-06-13,662.5000
2016-05-24,51.0000,2016-05-24,47.9000,2016-06-16,401.0000,2016-06-14,645.0000
2016-05-25,51.2500,2016-05-25,48.0500,2016-06-17,410.0000,2016-06-15,656.0000
2016-05-26,51.3500,2016-05-26,48.2000,2016-06-20,413.0000,2016-06-16,659.0000
2016-05-27,51.3500,2016-05-27,48.2000,2016-06-21,425.0000,2016-06-17,673.5000
2016-05-30,53.2000,2016-05-30,50.9000,2016-06-22,425.0000,2016-06-20,668.0000
2016-05-31,53.5000,2016-05-31,51.1500,2016-06-23,429.0000,2016-06-21,677.5000
2016-06-01,53.1000,2016-06-01,50.7500,2016-06-24,429.0000,2016-06-22,701.5000
2016-06-02,53.5500,2016-06-02,51.1000,2016-06-27,431.0000,2016-06-23,708.0000
2016-06-03,54.0000,2016-06-03,51.8000,2016-06-28,424.0000,2016-06-24,705.5000
2016-06-06,54.6500,2016-06-06,52.6000,2016-06-29,430.0000,2016-06-27,734.0000
2016-06-07,54.1500,2016-06-07,51.9500,2016-06-30,429.0000,2016-06-28,727.0000
2016-06-08,53.4000,2016-06-08,51.0000,2016-07-01,420.0000,2016-06-29,716.0000
2016-06-09,52.9500,2016-06-09,50.7500,2016-07-04,432.0000,2016-06-30,719.0000
2016-06-10,53.0000,2016-06-10,50.3500,2016-07-05,426.0000,2016-07-01,717.0000
2016-06-13,53.0500,2016-06-13,50.4000,2016-07-06,417.0000,2016-07-04,728.5000
2016-06-14,52.4000,2016-06-14,50.4500,2016-07-07,408.0000,2016-07-05,717.0000
2016-06-15,52.4500,2016-06-15,50.6000,2016-07-08,409.0000,2016-07-06,721.0000
2016-06-16,52.6000,2016-06-16,50.7000,2016-07-11,410.0000,2016-07-07,722.0000
2016-06-17,52.5500,2016-06-17,50.9000,2016-07-12,427.0000,2016-07-08,733.5000
2016-06-20,52.8500,2016-06-20,51.5000,2016-07-13,429.0000,2016-07-11,739.0000
2016-06-21,52.7500,2016-06-21,51.2000,2016-07-14,427.0000,2016-07-12,771.5000
2016-06-22,52.9500,2016-06-22,51.3000,2016-07-15,431.0000,2016-07-13,755.0000
2016-06-23,52.9500,2016-06-23,51.3000,2016-07-18,429.0000,2016-07-14,739.5000
2016-06-24,52.9000,2016-06-24,51.3000,2016-07-19,429.0000,2016-07-15,744.5000
2016-06-27,54.0500,2016-06-27,53.0000,2016-07-20,430.0000,2016-07-18,715.0000
2016-06-28,55.2500,2016-06-28,53.4500,2016-07-21,436.0000,2016-07-19,722.5000
2016-06-29,55.6500,2016-06-29,53.7500,2016-07-22,432.0000,2016-07-20,720.5000
2016-06-30,56.9500,2016-06-30,55.0000,2016-07-25,434.0000,2016-07-21,742.5000
2016-07-01,58.1500,2016-07-01,56.4000,2016-07-26,432.0000,2016-07-22,731.0000
2016-07-04,59.2000,2016-07-04,57.0500,2016-07-27,434.0000,2016-07-25,751.0000
2016-07-05,58.6000,2016-07-05,56.5500,2016-07-28,445.0000,2016-07-26,742.0000
2016-07-06,58.4000,2016-07-06,56.5500,2016-07-29,446.0000,2016-07-27,753.5000
2016-07-07,58.9500,2016-07-07,57.1000,2016-08-01,431.0000,2016-07-28,771.0000
2016-07-08,59.2500,2016-07-08,56.4500,2016-08-02,437.0000,2016-07-29,763.5000
2016-07-11,59.6000,2016-07-11,56.3500,2016-08-03,447.0000,2016-08-01,780.0000
2016-07-12,60.7000,2016-07-12,57.7000,2016-08-04,452.0000,2016-08-02,787.0000
2016-07-13,61.1000,2016-07-13,58.2000,2016-08-05,456.0000,2016-08-03,780.5000
2016-07-14,61.1000,2016-07-14,58.1000,2016-08-08,471.0000,2016-08-04,769.5000
